Raw file name,Experiment series ,Peptide source,Proteome,Quantification,Offline fractionation,Offline fraction
02133_B06_P023385_S00_I00_U02_R1,Tissue atlas,CT,Phosphoproteome,MS1,RP,2
02133_C06_P023385_S00_I00_U03_R1,Tissue atlas,CT,Phosphoproteome,MS1,RP,3
02133_D06_P023385_S00_I00_U04_R1,Tissue atlas,CT,Phosphoproteome,MS1,RP,4
02133_E06_P023386_S00_I00_U01_R1,Tissue atlas,HY,Phosphoproteome,MS1,RP,1
02133_F06_P023386_S00_I00_U02_R1,Tissue atlas,HY,Phosphoproteome,MS1,RP,2
02133_G06_P023386_S00_I00_U03_R1,Tissue atlas,HY,Phosphoproteome,MS1,RP,3
02133_H06_P023386_S00_I00_U04_R1,Tissue atlas,HY,Phosphoproteome,MS1,RP,4
02133_A07_P023387_S00_I00_U01_R1,Tissue atlas,RTTP,Phosphoproteome,MS1,RP,1
02133_B07_P023387_S00_I00_U02_R1,Tissue atlas,RTTP,Phosphoproteome,MS1,RP,2
02133_C07_P023387_S00_I00_U03_R1,Tissue atlas,RTTP,Phosphoproteome,MS1,RP,3
02133_D07_P023387_S00_I00_U04_R1,Tissue atlas,RTTP,Phosphoproteome,MS1,RP,4
02133_E07_P023388_S00_I00_U01_R1,Tissue atlas,RTUZ,Phosphoproteome,MS1,RP,1
02133_F07_P023388_S00_I00_U02_R1,Tissue atlas,RTUZ,Phosphoproteome,MS1,RP,2
02133_G07_P023388_S00_I00_U03_R1,Tissue atlas,RTUZ,Phosphoproteome,MS1,RP,3
02133_H07_P023388_S00_I00_U04_R1,Tissue atlas,RTUZ,Phosphoproteome,MS1,RP,4
02133_A08_P023389_S00_I00_U01_R1,Tissue atlas,CTSAM,Phosphoproteome,MS1,RP,1
02133_B08_P023389_S00_I00_U02_R1,Tissue atlas,CTSAM,Phosphoproteome,MS1,RP,2
02133_C08_P023389_S00_I00_U03_R1,Tissue atlas,CTSAM,Phosphoproteome,MS1,RP,3
02133_D08_P023389_S00_I00_U04_R1,Tissue atlas,CTSAM,Phosphoproteome,MS1,RP,4
02444_BA2_P026998_S00_X01_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,1
02444_BB2_P026998_S00_X02_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,2
02444_BC2_P026998_S00_X03_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,3
02444_BD2_P026998_S00_X04_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,4
02444_BE2_P026998_S00_X05_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,5
02444_BF2_P026998_S00_X06_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,6
02444_BG2_P026998_S00_X07_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,7
02444_BH2_P026998_S00_X08_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,8
02444_BA3_P026998_S00_X09_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,9
02444_BB3_P026998_S00_X10_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,10
02444_BC3_P026998_S00_X11_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,11
02444_BD3_P026998_S00_X12_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,12
02444_BE3_P026998_S00_X13_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,13
02444_BF3_P026998_S00_X14_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,14
02444_BG3_P026998_S00_X15_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,15
02444_BH3_P026998_S00_X16_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,16
02444_BA4_P026998_S00_X17_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,17
02444_BB4_P026998_S00_X18_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,18
02444_BC4_P026998_S00_X19_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,19
02444_BD4_P026998_S00_X20_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,20
02444_BE4_P026998_S00_X21_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,21
02444_BF4_P026998_S00_X22_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,22
02444_BG4_P026998_S00_X23_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,23
02444_BH4_P026998_S00_X24_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,24
02444_BA5_P026998_S00_X25_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,32
02444_BB5_P026998_S00_X26_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,31
02444_BC5_P026998_S00_X27_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,30
02444_BD5_P026998_S00_X28_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,29
02444_BE5_P026998_S00_X29_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,28
02444_BF5_P026998_S00_X30_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,27
02444_BG5_P026998_S00_X31_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,26
02444_BH5_P026998_S00_X32_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,25
02444_BA6_P026998_S00_X33_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,33
02444_BB6_P026998_S00_X34_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,34
02444_BC6_P026998_S00_X35_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,35
02444_BD6_P026998_S00_X36_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,36
02444_BE6_P026998_S00_X37_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,37
02444_BF6_P026998_S00_X38_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,38
02444_BG6_P026998_S00_X39_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,39
02444_BH6_P026998_S00_X40_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,40
02444_BA7_P026998_S00_X41_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,41
02444_BB7_P026998_S00_X42_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,42
02444_BC7_P026998_S00_X43_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,43
02444_BD7_P026998_S00_X44_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,44
02444_BE7_P026998_S00_X45_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,45
02444_BF7_P026998_S00_X46_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,46
02444_BG7_P026998_S00_X47_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,47
02444_BH7_P026998_S00_X48_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,48
02444_BA8_P026998_S00_X49_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,49
02444_BB8_P026998_S00_X50_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,50
02444_BC8_P026998_S00_X51_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,51
02444_BD8_P026998_S00_X52_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,52
02444_BE8_P026998_S00_X53_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,53
02444_BF8_P026998_S00_X54_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,54
02444_BG8_P026998_S00_X55_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,55
02444_BH8_P026998_S00_X56_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,56
02444_BA9_P026998_S00_X57_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,57
02444_BB9_P026998_S00_X58_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,58
02444_BC9_P026998_S00_X59_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,59
02444_BD9_P026998_S00_X60_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,60
02444_BE9_P026998_S00_X61_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,61
02444_BF9_P026998_S00_X62_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,62
02444_BG9_P026998_S00_X63_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,63
02444_BH9_P026998_S00_X64_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,64
02444_BA10_P026998_S00_X65_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,65
02444_BB10_P026998_S00_X66_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,66
02444_BC10_P026998_S00_X67_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,67
02444_BD10_P026998_S00_X68_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,68
02444_BE10_P026998_S00_X69_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,69
02444_BF10_P026998_S00_X70_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,70
02444_BG10_P026998_S00_X71_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,71
02444_BH10_P026998_S00_X72_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,72
02444_BA11_P026998_S00_X73_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,73
02444_BB11_P026998_S00_X74_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,74
02444_BC11_P026998_S00_X75_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,75
02444_BD11_P026998_S00_X76_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,76
02444_BE11_P026998_S00_X77_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,77
02444_BF11_P026998_S00_X78_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,78
02444_BG11_P026998_S00_X79_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,79
02444_BH11_P026998_S00_X80_R1,Size exclusion chromatography,sFL,Full proteome,MS1,SEC,80
02480_BA3_P027520_S00_X01_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,1
02480_BB3_P027520_S00_X02_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,2
02480_BC3_P027520_S00_X03_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,3
02480_BD3_P027520_S00_X04_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,4
02480_BE3_P027520_S00_X05_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,5
02480_BF3_P027520_S00_X06_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,6
02480_BG3_P027520_S00_X07_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,7
02480_BH3_P027520_S00_X08_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,8
02480_BA4_P027520_S00_X09_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,9
02480_BB4_P027520_S00_X10_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,10
02480_BC4_P027520_S00_X11_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,11
02480_BD4_P027520_S00_X12_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,12
02480_BE4_P027520_S00_X13_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,13
02480_BF4_P027520_S00_X14_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,14
02480_BG4_P027520_S00_X15_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,15
02480_BH4_P027520_S00_X16_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,16
02480_BA5_P027520_S00_X17_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,17
02480_BB5_P027520_S00_X18_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,18
02480_BC5_P027520_S00_X19_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,19
02480_BD5_P027520_S00_X20_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,20
02480_BE5_P027520_S00_X21_R3,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,21
02480_BF5_P027520_S00_X22_R3,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,22
02480_BG5_P027520_S00_X23_R3,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,23
02480_BH5_P027520_S00_X24_R3,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,24
02480_BA6_P027520_S00_X25_R3,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,25
02480_BB6_P027520_S00_X26_R3,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,26
02480_BC6_P027520_S00_X27_R3,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,27
02480_BD6_P027520_S00_X28_R3,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,28
02480_BE6_P027520_S00_X29_R3,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,29
02480_BF6_P027520_S00_X30_R3,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,30
02480_BG6_P027520_S00_X31_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,31
02480_BH6_P027520_S00_X32_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,32
02480_BA7_P027520_S00_X33_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,33
02480_BB7_P027520_S00_X34_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,34
02480_BC7_P027520_S00_X35_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,35
02480_BD7_P027520_S00_X36_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,36
02480_BE7_P027520_S00_X37_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,37
02480_BF7_P027520_S00_X38_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,38
02480_BG7_P027520_S00_X39_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,39
02480_BH7_P027520_S00_X40_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,40
02480_BA8_P027520_S00_X41_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,41
02480_BB8_P027520_S00_X42_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,42
02480_BC8_P027520_S00_X43_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,43
02480_BD8_P027520_S00_X44_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,44
02480_BE8_P027520_S00_X45_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,45
02480_BF8_P027520_S00_X46_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,46
02480_BG8_P027520_S00_X47_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,47
02480_BH8_P027520_S00_X48_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,48
02480_BA9_P027520_S00_X49_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,49
02480_BB9_P027520_S00_X50_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,50
02480_BC9_P027520_S00_X51_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,51
02480_BD9_P027520_S00_X52_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,52
02480_BE9_P027520_S00_X53_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,53
02480_BF9_P027520_S00_X54_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,54
02480_BG9_P027520_S00_X55_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,55
02480_BH9_P027520_S00_X56_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,56
02480_BA10_P027520_S00_X57_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,57
02480_BB10_P027520_S00_X58_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,58
02480_BC10_P027520_S00_X59_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,59
02480_BD10_P027520_S00_X60_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,60
02480_BE10_P027520_S00_X61_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,61
02480_BF10_P027520_S00_X62_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,62
02480_BG10_P027520_S00_X63_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,63
02480_BH10_P027520_S00_X64_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,64
02480_BA11_P027520_S00_X65_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,65
02480_BB11_P027520_S00_X66_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,66
02480_BC11_P027520_S00_X67_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,67
02480_BD11_P027520_S00_X68_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,68
02480_BE11_P027520_S00_X69_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,69
02480_BF11_P027520_S00_X70_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,70
02480_BG11_P027520_S00_X71_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,71
02480_BH11_P027520_S00_X72_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,72
02480_BA12_P027520_S00_X73_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,73
02480_BB12_P027520_S00_X74_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,74
02480_BC12_P027520_S00_X75_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,75
02480_BD12_P027520_S00_X76_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,76
02480_BE12_P027520_S00_X77_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,77
02480_BF12_P027520_S00_X78_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,78
02480_BG12_P027520_S00_X79_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,79
02480_BH12_P027520_S00_X80_R1,Size exclusion chromatography,sLF,Full proteome,MS1,SEC,80
02481_GA1_P027521_S00_X01_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,1
02481_GB1_P027521_S00_X02_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,2
02481_GC1_P027521_S00_X03_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,3
02481_GD1_P027521_S00_X04_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,4
02481_GE1_P027521_S00_X05_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,5
02481_GF1_P027521_S00_X06_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,6
02481_GG1_P027521_S00_X07_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,7
02481_GH1_P027521_S00_X08_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,8
02481_GA2_P027521_S00_X09_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,9
02481_GB2_P027521_S00_X10_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,10
02481_GC2_P027521_S00_X11_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,11
02481_GD2_P027521_S00_X12_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,12
02481_GE2_P027521_S00_X13_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,13
02481_GF2_P027521_S00_X14_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,14
02481_GG2_P027521_S00_X15_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,15
02481_GH2_P027521_S00_X16_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,16
02481_GA3_P027521_S00_X17_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,17
02481_GB3_P027521_S00_X18_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,18
02481_GC3_P027521_S00_X19_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,19
02481_GD3_P027521_S00_X20_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,20
02481_GE3_P027521_S00_X21_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,21
02481_GF3_P027521_S00_X22_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,22
02481_GG3_P027521_S00_X23_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,23
02481_GH3_P027521_S00_X24_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,24
02481_GA4_P027521_S00_X25_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,25
02481_GB4_P027521_S00_X26_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,26
02481_GC4_P027521_S00_X27_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,27
02481_GD4_P027521_S00_X28_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,28
02481_GE4_P027521_S00_X29_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,29
02481_GF4_P027521_S00_X30_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,30
02481_GG4_P027521_S00_X31_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,31
02481_GH4_P027521_S00_X32_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,32
02481_GA5_P027521_S00_X33_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,33
02481_GB5_P027521_S00_X34_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,34
02481_GC5_P027521_S00_X35_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,35
02481_GD5_P027521_S00_X36_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,36
02481_GE5_P027521_S00_X37_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,37
02481_GF5_P027521_S00_X38_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,38
02481_GG5_P027521_S00_X39_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,39
02481_GH5_P027521_S00_X40_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,40
02481_GA6_P027521_S00_X41_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,41
02481_GB6_P027521_S00_X42_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,42
02481_GC6_P027521_S00_X43_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,43
02481_GD6_P027521_S00_X44_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,44
02481_GE6_P027521_S00_X45_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,45
02481_GF6_P027521_S00_X46_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,46
02481_GG6_P027521_S00_X47_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,47
02481_GH6_P027521_S00_X48_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,48
02481_GA7_P027521_S00_X49_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,49
02481_GB7_P027521_S00_X50_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,50
02481_GC7_P027521_S00_X51_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,51
02481_GD7_P027521_S00_X52_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,52
02481_GE7_P027521_S00_X53_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,53
02481_GF7_P027521_S00_X54_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,54
02481_GG7_P027521_S00_X55_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,55
02481_GH7_P027521_S00_X56_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,56
02481_GA8_P027521_S00_X57_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,57
02481_GB8_P027521_S00_X58_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,58
02481_GC8_P027521_S00_X59_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,59
02481_GD8_P027521_S00_X60_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,60
02481_GE8_P027521_S00_X61_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,61
02481_GF8_P027521_S00_X62_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,62
02481_GG8_P027521_S00_X63_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,63
02481_GH8_P027521_S00_X64_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,64
02481_GA9_P027521_S00_X65_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,65
02481_GB9_P027521_S00_X66_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,66
02481_GC9_P027521_S00_X67_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,67
02481_GD9_P027521_S00_X68_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,68
02481_GE9_P027521_S00_X69_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,69
02481_GF9_P027521_S00_X70_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,70
02481_GG9_P027521_S00_X71_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,71
02481_GH9_P027521_S00_X72_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,72
02481_GA10_P027521_S00_X73_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,73
02481_GB10_P027521_S00_X74_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,74
02481_GC10_P027521_S00_X75_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,75
02481_GD10_P027521_S00_X76_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,76
02481_GE10_P027521_S00_X77_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,77
02481_GF10_P027521_S00_X78_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,78
02481_GG10_P027521_S00_X79_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,79
02481_GH10_P027521_S00_X80_R1,Size exclusion chromatography,sRT,Full proteome,MS1,SEC,80
02960_BA12_P034292_B00_A00_R1,Synthetic peptides,Synthetic peptides,Synthetic peptides,MS1,-,-
3542_BA1_041564_S00_U1_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,1
3542_BB1_041564_S00_U2_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,2
3542_BC1_041564_S00_U3_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,3
3542_BD1_041564_S00_U4_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,4
3542_BE1_041564_S00_U5_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,5
3542_BF1_041564_S00_U6_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,6
3542_BG1_041564_S00_U7_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,7
3542_BH1_041564_S00_U8_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,8
3542_BH2_041564_S00_U9_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,9
3542_BG2_041564_S00_U10_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,10
3542_BF2_041564_S00_U11_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,11
